"VAR","Variable","COU","Country","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"TOTTR","Total treatment ( = PUBTOTTR + INDEPDTR)","CAN","Canada","2017","2017","PC","Percentage","0","Units",,,98.300003051758,,
"TOTTR","Total treatment ( = PUBTOTTR + INDEPDTR)","TUR","Turkey","2017","2017","PC","Percentage","0","Units",,,74.24,,
"TOTTR","Total treatment ( = PUBTOTTR + INDEPDTR)","TUR","Turkey","2018","2018","PC","Percentage","0","Units",,,74.45,,
"PUBTOTTR","Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR)","NLD","Netherlands","2017","2017","PC","Percentage","0","Units",,,99.5,,
"PUBTOTTR","Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR)","NLD","Netherlands","2018","2018","PC","Percentage","0","Units",,,99.5,,
"PUBTOTTR","Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR)","CZE","Czech Republic","2017","2017","PC","Percentage","0","Units",,,82.4,,
"PUBTOTTR","Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR)","CZE","Czech Republic","2018","2018","PC","Percentage","0","Units",,,82.400001525879,,
"PUBTOTTR","Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR)","LUX","Luxembourg","2017","2017","PC","Percentage","0","Units",,,98.6,,
"PUBNOTR","Connected to a wastewater treatment plant without treatment","LUX","Luxembourg","2017","2017","PC","Percentage","0","Units",,,1.4,,
"PUBBIOTR","Secondary treatment","CHL","Chile","2017","2017","PC","Percentage","0","Units",,,4.92,,
"TOTTR","Total treatment ( = PUBTOTTR + INDEPDTR)","NOR","Norway","2017","2017","PC","Percentage","0","Units",,,99.1,,
"TOTTR","Total treatment ( = PUBTOTTR + INDEPDTR)","NOR","Norway","2018","2018","PC","Percentage","0","Units",,,99.9,,
"INDEPDTR","Population connected to independent treatment","TUR","Turkey","2017","2017","PC","Percentage","0","Units",,,0,"E","Estimated value"
"INDEPDTR","Population connected to independent treatment","TUR","Turkey","2018","2018","PC","Percentage","0","Units",,,0,"E","Estimated value"
"PUBTOTTR","Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR)","FIN","Finland","2018","2018","PC","Percentage","0","Units",,,85,,
"TOTTR","Total treatment ( = PUBTOTTR + INDEPDTR)","IRL","Ireland","2017","2017","PC","Percentage","0","Units",,,93.7,,
"PUBTOTTR","Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR)","NOR","Norway","2017","2017","PC","Percentage","0","Units",,,84.3,,
"PUBTOTTR","Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR)","NOR","Norway","2018","2018","PC","Percentage","0","Units",,,85.4,,
"TOTTR","Total treatment ( = PUBTOTTR + INDEPDTR)","EST","Estonia","2017","2017","PC","Percentage","0","Units",,,87.900001525879,,
"PUBTOTTR","Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR)","AUT","Austria","2018","2018","PC","Percentage","0","Units",,,95.940002441406,,
"PUBMECTR","Primary treatment","JPN","Japan","2017","2017","PC","Percentage","0","Units",,,0,,
"PUBTOTTR","Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR)","KOR","Korea","2017","2017","PC","Percentage","0","Units",,,93.199996948242,,
"PUBTOTTR","Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR)","KOR","Korea","2018","2018","PC","Percentage","0","Units",,,93.550003051758,,
"PUBTOTTR","Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR)","TUR","Turkey","2017","2017","PC","Percentage","0","Units",,,74.240997314453,,
"PUBTOTTR","Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR)","TUR","Turkey","2018","2018","PC","Percentage","0","Units",,,74.445999145508,,
"TOTTR","Total treatment ( = PUBTOTTR + INDEPDTR)","DNK","Denmark","2017","2017","PC","Percentage","0","Units",,,100,,
"TOTTR","Total treatment ( = PUBTOTTR + INDEPDTR)","DNK","Denmark","2018","2018","PC","Percentage","0","Units",,,100,,
"PUBTOTTR","Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR)","SWE","Sweden","2017","2017","PC","Percentage","0","Units",,,87,,
"PUBTOTTR","Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR)","SVN","Slovenia","2017","2017","PC","Percentage","0","Units",,,66,,
"PUBTOTTR","Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR)","SVN","Slovenia","2018","2018","PC","Percentage","0","Units",,,67.5,,
"PUBTOTTR","Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR)","CHL","Chile","2017","2017","PC","Percentage","0","Units",,,99.97,,
"PUBTOTTR","Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR)","CAN","Canada","2017","2017","PC","Percentage","0","Units",,,84,,
"PUBTOTTR","Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR)","EST","Estonia","2017","2017","PC","Percentage","0","Units",,,82.9,,
"PUBTOTTR","Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR)","IRL","Ireland","2017","2017","PC","Percentage","0","Units",,,62.6,,
"PUBNOTR","Connected to a wastewater treatment plant without treatment","KOR","Korea","2017","2017","PC","Percentage","0","Units",,,0,,
"PUBNOTR","Connected to a wastewater treatment plant without treatment","KOR","Korea","2018","2018","PC","Percentage","0","Units",,,0,,
"TOTTR","Total treatment ( = PUBTOTTR + INDEPDTR)","FRA","France","2017","2017","PC","Percentage","0","Units",,,100,,
"TOTTR","Total treatment ( = PUBTOTTR + INDEPDTR)","FRA","France","2018","2018","PC","Percentage","0","Units",,,100,,
"TOTTR","Total treatment ( = PUBTOTTR + INDEPDTR)","BEL","Belgium","2017","2017","PC","Percentage","0","Units",,,96.1,,
"PUBTOTTR","Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR)","HUN","Hungary","2017","2017","PC","Percentage","0","Units",,,79.192001342773,,
"PUBTOTTR","Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR)","HUN","Hungary","2018","2018","PC","Percentage","0","Units",,,80.43399810791,,
"TOTTR","Total treatment ( = PUBTOTTR + INDEPDTR)","ISR","Israel","2017","2017","PC","Percentage","0","Units",,,97.699996948242,,
"TOTTR","Total treatment ( = PUBTOTTR + INDEPDTR)","ISR","Israel","2018","2018","PC","Percentage","0","Units",,,97.699996948242,,
"PUBTOTTR","Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR)","PRT","Portugal","2017","2017","PC","Percentage","0","Units",,,91.8,,
"TOTTR","Total treatment ( = PUBTOTTR + INDEPDTR)","JPN","Japan","2017","2017","PC","Percentage","0","Units",,,90.900001525879,,
"PUBTOTTR","Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR)","DNK","Denmark","2017","2017","PC","Percentage","0","Units",,,92,,
"PUBTOTTR","Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR)","DNK","Denmark","2018","2018","PC","Percentage","0","Units",,,92,,
"PUBTOTTR","Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR)","MEX","Mexico","2017","2017","PC","Percentage","0","Units",,,63.011152416357,,
"OTHERTR","Unspecified (other) treatment ","AUT","Austria","2018","2018","PC","Percentage","0","Units",,,0,"E","Estimated value"
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","AUT","Austria","2018","2018","PC","Percentage","0","Units",,,0,,
"OTHERTR","Unspecified (other) treatment ","BEL","Belgium","2017","2017","PC","Percentage","0","Units",,,0,"E","Estimated value"
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","BEL","Belgium","2017","2017","PC","Percentage","0","Units",,,12,,
"OTHERTR","Unspecified (other) treatment ","CAN","Canada","2017","2017","PC","Percentage","0","Units",,,0.00000190734863,,
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","CAN","Canada","2017","2017","PC","Percentage","0","Units",,,14.300003051758,,
"OTHERTR","Unspecified (other) treatment ","CZE","Czech Republic","2017","2017","PC","Percentage","0","Units",,,0.00000037997961,,
"OTHERTR","Unspecified (other) treatment ","CZE","Czech Republic","2018","2018","PC","Percentage","0","Units",,,0,"E","Estimated value"
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","CZE","Czech Republic","2017","2017","PC","Percentage","0","Units",,,14.400001525879,,
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","CZE","Czech Republic","2018","2018","PC","Percentage","0","Units",,,17.699996948242,,
"OTHERTR","Unspecified (other) treatment ","DNK","Denmark","2017","2017","PC","Percentage","0","Units",,,0,,
"OTHERTR","Unspecified (other) treatment ","DNK","Denmark","2018","2018","PC","Percentage","0","Units",,,0,,
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","DNK","Denmark","2017","2017","PC","Percentage","0","Units",,,8.0999984741211,,
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","DNK","Denmark","2018","2018","PC","Percentage","0","Units",,,0,,
"OTHERTR","Unspecified (other) treatment ","FIN","Finland","2018","2018","PC","Percentage","0","Units",,,0,,
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","FIN","Finland","2018","2018","PC","Percentage","0","Units",,,15,,
"OTHERTR","Unspecified (other) treatment ","FRA","France","2017","2017","PC","Percentage","0","Units",,,2,,
"OTHERTR","Unspecified (other) treatment ","FRA","France","2018","2018","PC","Percentage","0","Units",,,1.8,,
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","FRA","France","2017","2017","PC","Percentage","0","Units",,,18,,
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","FRA","France","2018","2018","PC","Percentage","0","Units",,,19,,
"OTHERTR","Unspecified (other) treatment ","HUN","Hungary","2017","2017","PC","Percentage","0","Units",,,0.10800643265247,,
"OTHERTR","Unspecified (other) treatment ","HUN","Hungary","2018","2018","PC","Percentage","0","Units",,,0,"E","Estimated value"
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","HUN","Hungary","2017","2017","PC","Percentage","0","Units",,,18.5,,
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","HUN","Hungary","2018","2018","PC","Percentage","0","Units",,,19.56600189209,,
"OTHERTR","Unspecified (other) treatment ","IRL","Ireland","2017","2017","PC","Percentage","0","Units",,,0.69,"E","Estimated value"
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","IRL","Ireland","2017","2017","PC","Percentage","0","Units",,,35.800003051758,,
"OTHERTR","Unspecified (other) treatment ","JPN","Japan","2017","2017","PC","Percentage","0","Units",,,0,,
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","JPN","Japan","2017","2017","PC","Percentage","0","Units",,,21.199996948242,,
"OTHERTR","Unspecified (other) treatment ","KOR","Korea","2017","2017","PC","Percentage","0","Units",,,0,,
"OTHERTR","Unspecified (other) treatment ","KOR","Korea","2018","2018","PC","Percentage","0","Units",,,0,,
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","KOR","Korea","2017","2017","PC","Percentage","0","Units",,,6.4300003051758,,
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","KOR","Korea","2018","2018","PC","Percentage","0","Units",,,6.0999984741211,,
"OTHERTR","Unspecified (other) treatment ","LUX","Luxembourg","2017","2017","PC","Percentage","0","Units",,,0.0000022649765,,
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","LUX","Luxembourg","2017","2017","PC","Percentage","0","Units",,,0,,
"OTHERTR","Unspecified (other) treatment ","NLD","Netherlands","2017","2017","PC","Percentage","0","Units",,,0,,
"OTHERTR","Unspecified (other) treatment ","NLD","Netherlands","2018","2018","PC","Percentage","0","Units",,,0,,
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","NLD","Netherlands","2017","2017","PC","Percentage","0","Units",,,0.5,,
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","NLD","Netherlands","2018","2018","PC","Percentage","0","Units",,,0,,
"OTHERTR","Unspecified (other) treatment ","NOR","Norway","2017","2017","PC","Percentage","0","Units",,,0.0000057220459,,
"OTHERTR","Unspecified (other) treatment ","NOR","Norway","2018","2018","PC","Percentage","0","Units",,,0.00000095367432,,
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","NOR","Norway","2017","2017","PC","Percentage","0","Units",,,14,,
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","NOR","Norway","2018","2018","PC","Percentage","0","Units",,,12.7,,
"OTHERTR","Unspecified (other) treatment ","POL","Poland","2017","2017","PC","Percentage","0","Units",,,0,,
"OTHERTR","Unspecified (other) treatment ","POL","Poland","2018","2018","PC","Percentage","0","Units",,,0,"E","Estimated value"
"OTHERTR","Unspecified (other) treatment ","PRT","Portugal","2017","2017","PC","Percentage","0","Units",,,0.14,,
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","PRT","Portugal","2017","2017","PC","Percentage","0","Units",,,8.0999984741211,,
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","SVK","Slovak Republic","2017","2017","PC","Percentage","0","Units",,,32.300003051758,,
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","SVK","Slovak Republic","2018","2018","PC","Percentage","0","Units",,,32.099998474121,,
"OTHERTR","Unspecified (other) treatment ","SWE","Sweden","2017","2017","PC","Percentage","0","Units",,,0,,
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","SWE","Sweden","2017","2017","PC","Percentage","0","Units",,,13,,
"OTHERTR","Unspecified (other) treatment ","TUR","Turkey","2017","2017","PC","Percentage","0","Units",,,0,"E","Estimated value"
"OTHERTR","Unspecified (other) treatment ","TUR","Turkey","2018","2018","PC","Percentage","0","Units",,,0,"E","Estimated value"
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","TUR","Turkey","2017","2017","PC","Percentage","0","Units",,,25.76,,
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","TUR","Turkey","2018","2018","PC","Percentage","0","Units",,,25.55,,
"OTHERTR","Unspecified (other) treatment ","CHL","Chile","2017","2017","PC","Percentage","0","Units",,,-0.00010251998901,,
"OTHERTR","Unspecified (other) treatment ","EST","Estonia","2017","2017","PC","Percentage","0","Units",,,0.00000187940896,,
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","EST","Estonia","2017","2017","PC","Percentage","0","Units",,,17.099998474121,,
"OTHERTR","Unspecified (other) treatment ","ISR","Israel","2017","2017","PC","Percentage","0","Units",,,1.4,,
"OTHERTR","Unspecified (other) treatment ","ISR","Israel","2018","2018","PC","Percentage","0","Units",,,1.5,,
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","ISR","Israel","2017","2017","PC","Percentage","0","Units",,,1,,
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","ISR","Israel","2018","2018","PC","Percentage","0","Units",,,1,,
"OTHERTR","Unspecified (other) treatment ","SVN","Slovenia","2017","2017","PC","Percentage","0","Units",,,0,,
"OTHERTR","Unspecified (other) treatment ","SVN","Slovenia","2018","2018","PC","Percentage","0","Units",,,0,,
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","SVN","Slovenia","2017","2017","PC","Percentage","0","Units",,,29.199996948242,,
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","SVN","Slovenia","2018","2018","PC","Percentage","0","Units",,,28.25760128,"E","Estimated value"
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","POL","Poland","2017","2017","PC","Percentage","0","Units",,,26.400001525879,,
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","POL","Poland","2018","2018","PC","Percentage","0","Units",,,25.9,,
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","CHL","Chile","2017","2017","PC","Percentage","0","Units",,,0.02999877929688,,
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","AUS","Australia","2017","2017","PC","Percentage","0","Units",,,7.31,,
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","AUS","Australia","2018","2018","PC","Percentage","0","Units",,,7.36,,
"PUBMECTR","Primary treatment","LVA","Latvia","2017","2017","PC","Percentage","0","Units",,,1.18,,
"PUBMECTR","Primary treatment","LVA","Latvia","2018","2018","PC","Percentage","0","Units",,,0.97,,
"PUBBIOTR","Secondary treatment","LVA","Latvia","2017","2017","PC","Percentage","0","Units",,,18.45,,
"PUBBIOTR","Secondary treatment","LVA","Latvia","2018","2018","PC","Percentage","0","Units",,,18.46,,
"PUBADVTR","Tertiary treatment","LVA","Latvia","2017","2017","PC","Percentage","0","Units",,,62.11,,
"PUBADVTR","Tertiary treatment","LVA","Latvia","2018","2018","PC","Percentage","0","Units",,,60.44,,
"PUBTOTTR","Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR)","LVA","Latvia","2017","2017","PC","Percentage","0","Units",,,81.83,,
"PUBTOTTR","Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR)","LVA","Latvia","2018","2018","PC","Percentage","0","Units",,,79.95,,
"OTHERTR","Unspecified (other) treatment ","LVA","Latvia","2017","2017","PC","Percentage","0","Units",,,0.1,,
"OTHERTR","Unspecified (other) treatment ","LVA","Latvia","2018","2018","PC","Percentage","0","Units",,,0.08,,
"INDEPDTR","Population connected to independent treatment","LVA","Latvia","2017","2017","PC","Percentage","0","Units",,,18.17,,
"INDEPDTR","Population connected to independent treatment","LVA","Latvia","2018","2018","PC","Percentage","0","Units",,,20.05,,
"TOTTR","Total treatment ( = PUBTOTTR + INDEPDTR)","LVA","Latvia","2017","2017","PC","Percentage","0","Units",,,100,,
"TOTTR","Total treatment ( = PUBTOTTR + INDEPDTR)","LVA","Latvia","2018","2018","PC","Percentage","0","Units",,,100,,
"TOTPUBSEW","Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR)","LVA","Latvia","2017","2017","PC","Percentage","0","Units",,,81.83,,
"TOTPUBSEW","Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR)","LVA","Latvia","2018","2018","PC","Percentage","0","Units",,,79.95,,
"PUBNOTR","Connected to a wastewater treatment plant without treatment","LVA","Latvia","2017","2017","PC","Percentage","0","Units",,,0,,
"PUBNOTR","Connected to a wastewater treatment plant without treatment","LVA","Latvia","2018","2018","PC","Percentage","0","Units",,,0,,
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","LVA","Latvia","2017","2017","PC","Percentage","0","Units",,,18.099998474121,,
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","LVA","Latvia","2018","2018","PC","Percentage","0","Units",,,20.050003051758,,
"TOTPUBSEW","Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR)","LTU","Lithuania","2017","2017","PC","Percentage","0","Units",,,73.900001525879,,
"TOTPUBSEW","Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR)","LTU","Lithuania","2018","2018","PC","Percentage","0","Units",,,78.78,,
"PUBNOTR","Connected to a wastewater treatment plant without treatment","LTU","Lithuania","2017","2017","PC","Percentage","0","Units",,,0,,
"PUBMECTR","Primary treatment","LTU","Lithuania","2017","2017","PC","Percentage","0","Units",,,0.1,,
"PUBMECTR","Primary treatment","LTU","Lithuania","2018","2018","PC","Percentage","0","Units",,,0.069,,
"PUBBIOTR","Secondary treatment","LTU","Lithuania","2017","2017","PC","Percentage","0","Units",,,6.67,,
"PUBBIOTR","Secondary treatment","LTU","Lithuania","2018","2018","PC","Percentage","0","Units",,,7.897,,
"PUBADVTR","Tertiary treatment","LTU","Lithuania","2017","2017","PC","Percentage","0","Units",,,67.11,,
"PUBADVTR","Tertiary treatment","LTU","Lithuania","2018","2018","PC","Percentage","0","Units",,,67.903,,
"PUBTOTTR","Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR)","LTU","Lithuania","2017","2017","PC","Percentage","0","Units",,,73.9,,
"PUBTOTTR","Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR)","LTU","Lithuania","2018","2018","PC","Percentage","0","Units",,,75.869003295898,,
"OTHERTR","Unspecified (other) treatment ","LTU","Lithuania","2017","2017","PC","Percentage","0","Units",,,0.02000083774328,,
"OTHERTR","Unspecified (other) treatment ","LTU","Lithuania","2018","2018","PC","Percentage","0","Units",,,0,,
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","LTU","Lithuania","2017","2017","PC","Percentage","0","Units",,,26.099998474121,,
"NOPUBSEWIND","Not connected to public sewerage or independent treatment","LTU","Lithuania","2018","2018","PC","Percentage","0","Units",,,21.220001220703,,
"PUBMECTR","Primary treatment","SVK","Slovak Republic","2017","2017","PC","Percentage","0","Units",,,2.2,,
"PUBMECTR","Primary treatment","SVK","Slovak Republic","2018","2018","PC","Percentage","0","Units",,,2.2,,
"OTHERTR","Unspecified (other) treatment ","SVK","Slovak Republic","2017","2017","PC","Percentage","0","Units",,,-0.00000381469727,,
"OTHERTR","Unspecified (other) treatment ","SVK","Slovak Republic","2018","2018","PC","Percentage","0","Units",,,0,,
"PUBMECTR","Primary treatment","AUS","Australia","2017","2017","PC","Percentage","0","Units",,,19.79364047,"E","Estimated value"
"PUBMECTR","Primary treatment","AUS","Australia","2018","2018","PC","Percentage","0","Units",,,16.95788688,"E","Estimated value"
"PUBBIOTR","Secondary treatment","AUS","Australia","2017","2017","PC","Percentage","0","Units",,,24.53904948,"E","Estimated value"
"PUBBIOTR","Secondary treatment","AUS","Australia","2018","2018","PC","Percentage","0","Units",,,24.57631769,"E","Estimated value"
"PUBADVTR","Tertiary treatment","AUS","Australia","2017","2017","PC","Percentage","0","Units",,,48.36204188,"E","Estimated value"
"PUBADVTR","Tertiary treatment","AUS","Australia","2018","2018","PC","Percentage","0","Units",,,51.10499459,"E","Estimated value"
"INDEPDTR","Population connected to independent treatment","AUS","Australia","2017","2017","PC","Percentage","0","Units",,,7.305268166854,,
"INDEPDTR","Population connected to independent treatment","AUS","Australia","2018","2018","PC","Percentage","0","Units",,,7.3608008351792,,
"PUBTOTTR","Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR)","AUS","Australia","2017","2017","PC","Percentage","0","Units",,,92.69,,
"PUBTOTTR","Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR)","AUS","Australia","2018","2018","PC","Percentage","0","Units",,,92.64,,
"PUBNOTR","Connected to a wastewater treatment plant without treatment","AUS","Australia","2017","2017","PC","Percentage","0","Units",,,0,,
"PUBNOTR","Connected to a wastewater treatment plant without treatment","AUS","Australia","2018","2018","PC","Percentage","0","Units",,,0,,
"OTHERTR","Unspecified (other) treatment ","AUS","Australia","2017","2017","PC","Percentage","0","Units",,,0,,
"OTHERTR","Unspecified (other) treatment ","AUS","Australia","2018","2018","PC","Percentage","0","Units",,,0,,
"TOTTR","Total treatment ( = PUBTOTTR + INDEPDTR)","AUS","Australia","2017","2017","PC","Percentage","0","Units",,,100,,
"TOTTR","Total treatment ( = PUBTOTTR + INDEPDTR)","AUS","Australia","2018","2018","PC","Percentage","0","Units",,,100,,
